id	source	chart_type	title	narrative_intent	color_palette	bg	shape	highlight	annotation	composition	typography	reading_path	keywords
325	财新数据可视化	热力矩阵	财新数据可视化 — 中国地方政府债务风险热力矩阵	展示各省债务率与财政自给率的交叉分布，识别高风险省份			高债务率+低财政自给的省份用红色 #C53030 加粗边框，安全省份蓝色浅底	每格标注省份简称+债务率%，右上角图例映射色阶	行=省份（按债务率排序），列=财政自给率区间，填充色=风险等级	Sans 11px 省份标签 + 10px 数值，红色标注加粗	第一眼→右上红色密集区 → 第二眼→哪些省份在红区 → 最终理解→债务率与财政自给率的负相关	热力矩阵,财新数据可视化
326	财新数据可视化	地图动态扩散	财新数据可视化 — P2P 爆雷潮扩散动态地图	展示P2P平台爆雷从一线城市向三四线城市蔓延的时空过程			已爆雷城市用红色脉冲圆，圆大小=涉及金额，安全城市灰色小点	大案城市标注平台名+金额，底部时间轴可拖拽	中国地图底图 + 动态脉冲 + 底部时间轴滑块	Sans 12px 城市标注 + 14px 案名，金额加粗	第一眼→红色脉冲从东部沿海蔓延 → 第二眼→最大脉冲（e租宝等） → 最终理解→从点到面的风险传导	地图动态扩散,财新数据可视化
327	财新数据可视化	多系列折线图	财新数据可视化 — 中国人口出生率断崖式下跌折线图	展示各省人口出生率在2016-2023年的断崖下降，对比全面二孩政策前后的效果			全国平均线用粗红线 #C53030，各省灰蓝色细线，下降最快的省用橙色标注	2016年标注"全面二孩放开"，2020年标注"疫情"，末端标注各省出生率	标准折线图 + 关键事件垂直标注线 + 末端标签	Serif 14px 标题 + Sans 11px 标签，事件标注斜体	第一眼→红色全国线在2016短暂反弹后急跌 → 第二眼→哪些省跌得最狠 → 最终理解→二孩政策的短期效应与长期趋势	多系列折线图,财新数据可视化
328	界面数据	棒棒糖图	界面数据 — 中国城市通勤时长大比拼棒棒糖图	展示中国主要城市平均通勤时长的排名和极端值，揭示"通勤之痛"的城市差异			超过60分钟的城市用红色圆点，低于30分钟的蓝色，平均线虚线标注	圆点旁标注城市名+分钟数，前三名和后三名加大字号	垂直棒棒糖，降序排列，左侧城市名，右侧分钟数	Sans 13px 城市名 + 14px 数值加粗	第一眼→最顶部的红色大圆（北京） → 第二眼→平均线在哪里 → 最终理解→自己城市的通勤排位	棒棒糖图,界面数据
329	界面数据	堆叠面积图	界面数据 — 新消费品牌融资寒冬面积图	展示新消费品牌各赛道融资额从2020年高点到2022年低谷的萎缩过程			咖啡/茶饮赛道用橙色加粗上沿，其余赛道半透明	面积内标注赛道名，峰值标注总金额，底部标注关键事件	水平时间轴堆叠面积，按赛道分层	Sans 12px 赛道标签 + 16px 标题	第一眼→2020年的面积高峰 → 第二眼→2022年的断崖萎缩 → 最终理解→哪些赛道收缩最严重	堆叠面积图,界面数据
330	网易数读	插画信息图	网易数读 — 中国人睡眠报告插画信息图	用插画+数据混合的方式讲述中国人的睡眠现状，让严肃数据有温度			关键数据（平均睡眠时长6.5h）用黄色大号字嵌入插画区域	每个数据模块配有插画场景（床上刷手机、咖啡续命等），数据直接嵌入插画	垂直滚动信息图，每屏一个数据模块+插画+关键数字	Sans 24px 关键数字 + 14px 正文，数字圆体加粗	第一眼→大号"6.5小时"数字+床上的插画 → 第二眼→各年龄段对比条 → 最终理解→"我也这样"的共鸣	插画信息图,网易数读
331	网易数读	水平条形图（插画嵌入）	网易数读 — 中国人年夜饭消费排行条形图	展示各省份年夜饭人均消费排名，结合地域饮食文化特征			前三名用暖橙实心条，其余用浅橙，条末端嵌入食物小图标	条左标注省份名+代表菜图标，条右标注消费金额	水平条形降序排列，条高较大（行间距宽松）	Sans 14px 省份名 + 16px 金额加粗	第一眼→前三名的长条+食物图标 → 第二眼→自己家乡排第几 → 最终理解→地域消费力差异	水平条形图（插画嵌入）,网易数读
332	DT财经	雷达图	DT财经 — Z世代消费偏好雷达图	对比Z世代与千禧一代在消费维度（体验/品牌/价格/社交/环保）上的偏好差异			Z世代用粉红 #FF6B6B 实线粗边，千禧一代用浅橙 #FFA07A 虚线	每轴标注维度名+两代人的分值，中心留空	标准五轴雷达，双层叠加，半透明填充	Sans 13px 轴标签 + 11px 分值，年轻化圆体	第一眼→粉红三角形的突出尖角（体验/社交） → 第二眼→两代人的形状差异 → 最终理解→Z世代重体验轻品牌	雷达图,DT财经
333	DT财经	水平条形图+地图联动	DT财经 — 中国城市夜经济活力指数排行	展示中国城市夜间消费活力的综合排名，揭示"夜猫子"城市的地理分布			前五名粉红实心条+地图上脉冲标记，其余浅橙	条左标注城市名，条右标注活力指数，地图上标注城市点	左侧水平条形图 + 右侧中国地图联动高亮	Sans 14px 城市名 + 12px 指数，数字等宽	第一眼→最长的粉红条（成都/长沙） → 第二眼→右侧地图对应位置发光 → 最终理解→南方城市的夜经济碾压北方	水平条形图+地图联动,DT财经
334	搜狐数字之道	动态人口金字塔	搜狐数字之道 — 中国人口老龄化结构动画	展示中国人口结构从2000年到2050年的老龄化演变过程			60岁以上区域用饱和色加深，劳动年龄区域浅色	中轴标注年龄，底部标注年份（动画），顶部标注抚养比	水平双向柱人口金字塔 + 底部时间滑块	Sans 12px 年龄标签 + 16px 年份大号	第一眼→金字塔底部的"宽" → 第二眼→顶部60+区域逐渐膨胀 → 最终理解→倒三角形的人口危机	动态人口金字塔,搜狐数字之道
335	新浪图解	动态地图网络	新浪图解 — 中国高铁网络扩张动图	展示中国高铁网络从2008年到2025年的逐年扩张，每帧新增一条线路			新增线路用红色粗线闪烁，既有线路蓝色，规划线路灰色虚线	新增线路标注城市名+里程，右下角年份+总里程计数器	中国地图底图 + 线路叠加 + 右下角计数器面板	Sans 12px 城市标注 + 24px 总里程数字等宽	第一眼→红色新线从中心向外延伸 → 第二眼→总里程数字跳动 → 最终理解→从零到4万公里的速度	动态地图网络,新浪图解
336	腾讯新闻谷雨数据	分级统计地图	腾讯新闻谷雨数据 — 中国留守儿童分布分级地图	展示中国各地区留守儿童数量的地理分布，揭示中西部集中现象			留守儿童比例最高的省份用深橙 #FF8C00 填充，低省份用浅黄，无数据灰色	色标尺在底部，重点省份标注具体数字（河南/四川/安徽）	中国地图底图，省份填充色+数据标注	Sans 13px 省份标注 + 16px 标题，数字加粗	第一眼→中部深橙色带 → 第二眼→四川/河南的数字 → 最终理解→劳务输出大省=留守儿童大省	分级统计地图,腾讯新闻谷雨数据
337	新华网数据新闻	树图（Treemap）	新华网数据新闻 — 中国脱贫攻坚成就树图	展示各省份脱贫人口数量的相对规模，用面积直觉传递"谁贡献最大"			脱贫人口最多的省份用金红色 #C41E3A，次之用浅红，面积=脱贫规模	大块标注省份名+脱贫人数，小块仅标注省份缩写	标准矩形树图，按脱贫人口降序排列	Sans 14px 大块标签 + 10px 小块标签，白色文字	第一眼→最大的红色块（贵州/云南） → 第二眼→面积对比的悬殊 → 最终理解→脱贫攻坚的主战场在西南	树图（Treemap）,新华网数据新闻
338	新华网数据新闻	弧形地图	新华网数据新闻 — "一带一路"贸易额弧形地图	展示中国与"一带一路"沿线国家的贸易流动和规模			贸易额最大的线路用金色 #FFD700 粗弧，其余红色细弧	弧线中段标注贸易额，国家点标注国名	世界地图底图 + 中国为辐射中心的弧线 + 左侧图例面板	Sans 12px 国名 + 10px 贸易额，金色数字加粗	第一眼→从中国辐射出的金色弧线群 → 第二眼→最粗的弧通向哪里 → 最终理解→东盟/欧盟是最大贸易伙伴	弧形地图,新华网数据新闻
339	中央电视台数据新闻	全景信息图（多图表组合）	中央电视台数据新闻 — 中国粮食安全全景信息图	用一组数据图展示中国粮食产量、进口依赖度、主产区分布的全貌			产量连续增长用红色上升箭头，进口依赖度高的品类用金色警示	每个图表模块有独立标题+数据标注，底部引用来源	垂直滚动，每屏一个图表模块：产量折线→进口饼图→产区地图→人均对比	Serif 18px 模块标题 + Sans 12px 数据标注	第一眼→红色上升箭头（产量增长） → 第二眼→金色警示（大豆进口依赖） → 最终理解→总量安全但结构性依赖的风险	全景信息图（多图表组合）,中央电视台数据新闻
340	网易数读	堆叠柱状图（插画版）	网易数读 — 中国城市结婚成本排行榜	展示各城市结婚总成本的构成分解（彩礼+婚房+婚宴+其他），揭示地域差异			彩礼部分用紫色 #6C5CE7 突出（最大争议项），婚房用暖橙，其余浅色	柱顶标注总金额，各段标注金额，左侧城市名	水平堆叠柱，降序排列，每柱4段	Sans 14px 城市名 + 12px 段内金额，总金额18px加粗	第一眼→最长的柱（深圳/北京） → 第二眼→紫色彩礼段有多长 → 最终理解→彩礼在中西部城市占比极高	堆叠柱状图（插画版）,网易数读
341	Stripe	环形进度图	Stripe — 支付处理量环形进度图	展示支付处理成功率（99.99%）和实时交易量，传递可靠性和规模感			已处理部分用紫色渐变填充，剩余0.01%用红色警示线	环中心标注大号成功率数字，底部标注处理量/秒	居中环形图 + 下方实时计数器 + 右侧迷你趋势线	Sans 48px 中心数字 + 14px 标签，数字等宽	第一眼→中心99.99%大号数字 → 第二眼→紫色渐变几乎满圆 → 最终理解→"几乎不失败"的可靠性	环形进度图,Stripe
342	Stripe	弧形地图（深色主题）	Stripe — 全球支付网络弧形地图	展示Stripe覆盖的全球支付网络和实时交易流向			主交易流（美国-欧洲）用亮紫色粗弧，次要流用半透明细弧	节点城市标注名称，弧线标注交易量级	世界地图底图（简化轮廓） + 弧线叠加 + 底部统计条	Sans 11px 城市标注 + 14px 统计标签，微型圆角	第一眼→紫色弧线编织的网络 → 第二眼→最密集的区域（美欧） → 最终理解→全球覆盖的广度	弧形地图（深色主题）,Stripe
343	Airbnb	气泡地图	Airbnb — 房源分布气泡地图	展示Airbnb全球房源分布密度，传递"在任何地方都能找到家"的品牌理念			热门城市用品牌粉 #FF5A5F 大气泡，新兴市场用绿色 #00A699	大气泡内标注城市名+房源数，小气泡悬停显示	世界地图底图 + 圆形气泡叠加 + 左侧筛选面板	Sans 12px 城市标注 + 14px 房源数，圆体	第一眼→欧洲和东南亚的密集气泡群 → 第二眼→粉色（成熟）vs 绿色（新兴） → 最终理解→全球覆盖的广度和增长方向	气泡地图,Airbnb
344	Uber	热力地图	Uber — 实时出行热力地图	展示城市内实时出行需求的分布密度，帮助司机判断热点区域			高需求区域用蓝色渐变加深，低需求区域透明	极简标注，仅热点区域标注地名+预估等待时间	城市地图底图 + 热力叠加层 + 右侧简洁面板	Sans 12px 地名 + 16px 等待时间	第一眼→深蓝色热区 → 第二眼→热区的地理位置 → 最终理解→去哪里接单最快	热力地图,Uber
345	Spotify Wrapped	雷达图（品牌风格）	Spotify Wrapped — 年度听歌画像雷达图	展示用户年度听歌偏好的多维画像（能量/情绪/节奏/独立/流行/复古）			用户最强维度用绿色 #1DB954 实线粗边，平均轮廓用灰色虚线	每轴标注维度名+分值，中心标注"你的听歌DNA"	居中雷达图 + 底部分享按钮 + 背景渐变动画	Sans 16px 维度标签 + 24px 中心文字，圆体加粗	第一眼→绿色雷达的形状 → 第二眼→最突出的尖角（你的特质） → 最终理解→"这就是我的听歌DNA"	雷达图（品牌风格）,Spotify Wr
